|id_texto|codigo_steam|nome_jogo|texto_comentario|site
53|216048455|105600.0|terraria|Terraria é um jogo muito bom e completo, daqueles que realmente te prendem por horas sem você nem perceber. Ele tem uma quantidade absurda de itens, armas, armaduras e coisas pra descobrir, então sempre tem algo novo pra fazer ou aprender. A parte de construção é uma das melhores, porque dá pra customizar tudo do seu jeito, fazer sua casa como quiser, criar vilas, castelos ou até uma fortaleza gigante. É um jogo que vale muito a pena rejogar várias vezes, seja pra tentar coisas diferentes, criar farms, melhorar seus equipamentos ou simplesmente focar em construir e deixar tudo do seu jeito. É aquele tipo de jogo que nunca cansa.|steam
54|215602753|105600.0|terraria|Its not bad|steam
55|215593923|105600.0|terraria|Massa demais!|steam
56|215254344|105600.0|terraria|"bom jogo!!!
"|steam
57|215250869|105600.0|terraria|MUITO BOM CARA o melhor jogo de pixel art 2d que eu ja joguei e um dos melhores jogos de todos|steam
58|215245381|105600.0|terraria|Meu jogo favorito, jogo a muitos anos e tenho o jogo em varios dispositivos, o meu unico problema é que a UPD tá demorando demais!|steam
59|215128624|105600.0|terraria|jogo incrivel,é muito divertido o jogo e principalmente com amigos e mods,recomendo demais,caso tenha dificuldade no jogo,só pesquisar ou olhar a wiki|steam
60|215064258|105600.0|terraria|UM dos melhores  jogos que ja joguei se n o mellhor W terraria fiquem bem bom jogo e recomendo muito jogar|steam
61|215060613|105600.0|terraria|viciante e ainda ta em promoção|steam
62|215052257|105600.0|terraria|"O jogo até que é bonzinho, mas depois de um tempo cansa.
8/10"|steam
63|215040457|105600.0|terraria|incrivel jogari mais|steam
64|214992487|105600.0|terraria|bom|steam
65|214988643|105600.0|terraria|Jogo Ótimo, Comprei um pc, baixei a steam, comprei o jogo a preço de pão, baixei o jogo, joguei, morri que nem um desalmado e depois de 19 horas ainda morro, mas amei a experiência até agora, recomendo a todos comprarem com ou sem promoção, próximo mundo será com mods, rezem por mim e pela minha sanidade.|steam
66|214755514|105600.0|terraria|bem legal|steam
67|214750280|105600.0|terraria|its excelent but,I HATE THE JUNGLE TURTLES|steam
68|214635394|105600.0|terraria|prob the best 2d game ive ever played|steam
69|214587058|105600.0|terraria|One of those games you lose track of time, but the fun is never lost.|steam
70|214412121|105600.0|terraria|MARAVILHOSO|steam
71|214402134|105600.0|terraria|"i probably have like 10 bajillion hours on this from all the time i spent killing bosses with a terrablade back in the ps3 days

this is a game that still means a lot and i will forever love it despite all that it is flawed in
ily terraria minecraft could never be you <333"|steam
72|214315188|105600.0|terraria|da para melhorar|steam
73|214247122|105600.0|terraria|sem comentários...|steam
74|214029229|105600.0|terraria|pô é fd né, joguem|steam
75|214003411|105600.0|terraria|muito bom o jogo super recomendo|steam
76|214003014|105600.0|terraria|Jogo otimo, Maravilhoso, é um Minecraft 1 google melhor|steam
77|213889937|105600.0|terraria|bosses fodas e armas fodas|steam
78|213793924|105600.0|terraria|"tuff 67 tche tche, wow 41 sigma ""olha as mina ai tio"""|steam
79|213783246|105600.0|terraria|na minha opinao é melhor que o minecraft|steam
80|213736598|105600.0|terraria|"muito bom 
da para escravizar npc para vender te coisas
10/10"|steam
81|213652354|105600.0|terraria|"Jogo bom, ele e um jogo muito bom para quem gosta de desafio sem o estrese dos jogos d fps, uma otima opçao para jogar com os amigos e sozinho.

super recomendo"|steam
82|213468798|105600.0|terraria|Não da pra namorar a engenheira 0/10|steam
83|213412472|105600.0|terraria|tuff|steam
84|213137198|105600.0|terraria|absurdo, sai logo do mine e se junte ao lado bom da força|steam
85|212523765|105600.0|terraria|Jogo bom|steam
86|212497449|105600.0|terraria|n recomendo este jogo para quem tem uma vida saudavel (e uma porcria princimalmente com mods pq parece q tas na temu em q so aparecem pop-ups na tua tela|steam
87|212199614|105600.0|terraria|"⠄⠄⣿⣿⣿⣿⠘⡿⢛⣿⣿⣿⣿⣿⣧⢻⣿⣿⠃⠸⣿⣿⣿⠄⠄⠄⠄⠄
⠄⠄⣿⣿⣿⣿⢀⠼⣛⣛⣭⢭⣟⣛⣛⣛⠿⠿⢆⡠⢿⣿⣿⠄⠄⠄⠄⠄
⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄
⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄
⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄
⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄
⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄
⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿APROVADO⣿⣿⣿⣿⣿⠄
⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄
⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄"|steam
88|211970038|105600.0|terraria|Has whips, nice.|steam
89|211458627|105600.0|terraria|gostaria que em atualizações posteriores, o modo de como o duke fishron é invocado mudasse. Primeiro, o verme de trufa não fosse necessário para invoca-lo, ao invés disso, a isca que serviria para invocar tal ser, seria o npc pescador. Quando ele fosse usado de oferenda para o duke, ele seria brutalmente morto, tendo uma animação especial dele virando carne moída pelo duke. A partir da primeira morte, o próximo npc pescador sempre estará ciente do que nos fizemos e sentirar na pele o que o ultimo npc sentiu antes de morrer pelo duke.|steam
90|209879112|105600.0|terraria|MELHOR JOGO DE TUDOS OS TEMPOS|steam
91|209873614|105600.0|terraria|"Por mais que tenha só 1hora de gameplay, eu já platinei esse jogo no celular. Cerca de 300 horas, então devo ter direito de dizer algo.
Se Terraria não estiver disponível pra ser jogado lá no céu, eu peço a Deus pra viver mais um pouquinho. Se não tiver no inferno, mais um motivo pra não querer ir lá.

Todo ódio as tartarugas"|steam
92|209808504|105600.0|terraria|Jogo Maravilhoso eu adorei a Gameplay dele é incrível além de que o suspense e o mistério por trás da história desse jogo.|steam
93|209533729|105600.0|terraria|é bom|steam
94|209495868|105600.0|terraria|Eu pensava que era cópia de mine|steam
95|209399058|105600.0|terraria|jogo mais que perfeito|steam
96|209373389|105600.0|terraria|Jogo Gostoso|steam
97|209305352|105600.0|terraria|"top 10/10
"|steam
98|209229755|105600.0|terraria|Jogo excelente, assim como minecraft passa gerações e a diversão continua a mesma, serve muito como um jogo casual para relaxar.|steam
99|209128160|105600.0|terraria|é bom|steam
100|218410496|105600.0|terraria|"Quer um minecraft 2d? Este é perfeito
"|steam
101|218392162|105600.0|terraria|"Absolute masterpiece of a game, currently playing through it with my bro
10/10 will play again
"|steam
102|218375338|105600.0|terraria|p|steam
103|170693890|1056760.0|euro_truck_simulator_road_to_the_black_sea|QUE MAPA MARAVILHOSO ESTOU DEIXANDO ESSE COMENTÁRIO EM 2024 PARA GUEM CURTE ESTRADAS DIFÍCEIS COM CLIMA DE FAVELAS LIGARES COM LIXO NA RUA COM AQUELA PEGADA DE FAVELAS ESTRADAS SIMPLES COM MUITA ÁREA URBANA ESSE É O MAPA CERTO LEMBRA O BRASIL|steam
104|151382880|1056760.0|euro_truck_simulator_road_to_the_black_sea|melhor jogo de sempre|steam
105|71804578|1056760.0|euro_truck_simulator_road_to_the_black_sea|"Olá boa tarde, boa tarde nada porque estou muito chateado!! Comprei esta DLC porque eu sou Romeno, e gostava de fazer entregas no meu país. O problema é que quando eu instalei a DLC não veio a Hungria, ou seja, eu não consigo ir para a Roménia!! Por isso vou ter que criar outro perfil, para poder jogar na Roménia!

Mas vou dar avaliação boa na mesma!"|steam
106|67678707|1056760.0|euro_truck_simulator_road_to_the_black_sea|Nice DLC !|steam
107|67496216|1056760.0|euro_truck_simulator_road_to_the_black_sea|Recomendo, boa DLC.|steam
108|62643014|1056760.0|euro_truck_simulator_road_to_the_black_sea|"euro truck
"|steam
109|59855600|1056760.0|euro_truck_simulator_road_to_the_black_sea|fixolas|steam
110|59576680|1056760.0|euro_truck_simulator_road_to_the_black_sea|yoann marques94|steam
111|59345601|1056760.0|euro_truck_simulator_road_to_the_black_sea|Muito bom, esta espansão está incrivel!|steam
112|59301515|1056760.0|euro_truck_simulator_road_to_the_black_sea|Adoro|steam
113|217780931|1062090.0|timberborn|Um jogo bastante equilibrado, simples e complexo, calmo e stressante, pode ser longo ou curto. Uma perfeita simulação de um jogo de sobrevivencia.|steam
114|217324411|1062090.0|timberborn|Foi dos melhores jogos que já joguei, é muito simples, fácil de entender e muito divertido. A única coisa que não gostei muito foi o preço, o preço é alto mas vale a pena, é um jogo maravilhoso. Recomendo muito que o joguem.|steam
115|213386614|1062090.0|timberborn|THE PERFECT CITY BUILDER I SWEAR|steam
116|210708400|1062090.0|timberborn|Timberborn stands out as an excellent game about building dams and managing water to support a beaver colony. It keeps the theme consistently well, from the aesthetic to the gameplay focused on drought cycles, water flow, and hydraulic control. The only detail that breaks the coherence a bit is the use of horsepower as a power unit: a beaver having 50 hp doesn’t really make sense, and it would be interesting to adopt something more fitting for the game’s universe. Apart from that, it’s a very well-crafted, original, and memorable experience within the genre.|steam
117|207673360|1062090.0|timberborn|Great game, very peacefull and we're aöways looking to solve some problem.|steam
118|207255955|1062090.0|timberborn|Muito divertido e relaxante|steam
119|192953812|1062090.0|timberborn|jogo muinto calmo e viciante|steam
120|192697391|1062090.0|timberborn|.|steam
121|192165325|1062090.0|timberborn|Brilliant sandbx game that lets you have either a very relaxed and creative builder experinece or a difficul and challenging survival game based on dificulty. all in all great|steam
122|191493520|1062090.0|timberborn|maravilhoso|steam
123|190679669|1062090.0|timberborn|This game is a masterpiece|steam
124|188580769|1062090.0|timberborn|Muito bom|steam
125|188331889|1062090.0|timberborn|an amazing sand box game, one of the best ive playyed but still plenty of space for improvment|steam
126|187663652|1062090.0|timberborn|"This game is so good, that I pirated it yesterday, and bought it today.

Too good to pirate."|steam
127|186948070|1062090.0|timberborn|"The game is interesting and has a lot of replayability but I felt that after managing the resources and the tides there isn't much to do. Sure you can build and make your city pretty or you might want a challenge of your own, but as far as base game, it's lacking something more dynamic like AI players, other negative events besides bad tides, for example.

But for an Early Access game it's ok if you want to spend some hours zoning out with your little beavers."|steam
128|185822903|1062090.0|timberborn|"muito bom
gostei"|steam
129|183992132|1062090.0|timberborn|e um jogo de construção que testa sua habilidade e criatividade|steam
130|180635189|1062090.0|timberborn|:-)|steam
131|180623274|1062090.0|timberborn|Very good, even better after the last update.|steam
132|179910160|1062090.0|timberborn|only thing that i hated was unlocking the ironteeh|steam
133|179599600|1062090.0|timberborn|Jogo incrível e ainda em desenvolvimento, tem muito potencial para crescer mais ainda|steam
134|168979131|1062090.0|timberborn|Excelente jogo de gerir recursos e cidades, com uma mecânica de construção e energia cinética interessante, juntamente com a excelente mecânica da água e secas, simplesmente muito bom e ainda está em Acesso Antecipado, muito espaço para crescer e melhorar.|steam
135|168080308|1062090.0|timberborn|BEAVERS|steam
136|167951736|1062090.0|timberborn|The most accurate Beaver Sim on Steam|steam
137|163064657|1062090.0|timberborn|good|steam
138|160531819|1062090.0|timberborn|.|steam
139|151145131|1062090.0|timberborn|É um espectáculo de jogar... passei dias seguidos a jogar de pois de o comprar|steam
140|147724663|1062090.0|timberborn|10/10|steam
141|147366285|1062090.0|timberborn|Muito divertido e relaxante, ótimo jogo.|steam
142|146766352|1062090.0|timberborn|"muito desafiante 
ideal para relaxar e refazer cidades"|steam
143|144953623|1062090.0|timberborn|"muito bom
"|steam
144|137308488|1062090.0|timberborn|eu amo|steam
145|128451373|1062090.0|timberborn|É fantástico.|steam
146|123610563|1062090.0|timberborn|amazing|steam
147|117245688|1062090.0|timberborn|"Excelente mecânica de jogo. Viciante para quem gosta de jogos de estratégia. Pode ainda ter melhorias, mas como está está bom. Uma das melhorias que poderia ter era um controlo mais fino de stocks. Eu poderia decidir quais os limites máximos de quantidades de cada bem admissíveis, ou seja, vamos supor as planks, eu poderia querer ter no máximo 500 em stock. Se eu pudesse definir esse limite, automaticamente ao chegar a esse stock as unidades de produção deixariam de produzir planks. Caso o limite baixasse de 500, voltariam automaticamente a produzir. Esta funcionalidade seria uma opção  ou seja, para quem prefere jogar como neste momento as coisas estão concebidas, escolheria a opção ""sem limite"" em cada unidade de produção (a mesma poderia estar seleccionada por defeito), para quem preferisse controlar stocks, teria um campo para definir a quantidade máxima a partir da qual as unidades deixariam de produzir aquele bem. Claro que este limite seria por cada distrito, Poderia, p.ex. existir um limite de 200 troncos para o distrito 1 e de 300 para o distrito 2, e por aí fora.
De resto o jogo está soberbo e a mecânica de desvio de água, elevação de cursos de água, etc, é soberba!"|steam
148|117210629|1062090.0|timberborn|Fun game|steam
149|116157297|1062090.0|timberborn|JOGO EXTREMAMENTE DIFICIL DE SER JOGADO|steam
150|111710848|1062090.0|timberborn|Very well made|steam
151|110634628|1062090.0|timberborn|top|steam
152|109649428|1062090.0|timberborn|muito inteligente,o empilhamento de unidades foi o que mais gostei|steam
153|108970484|1062090.0|timberborn|a muito tempo que não jogava um jogo tão gostoso assim.|steam
154|107182034|1062090.0|timberborn|Divertido, sem bugs e com  muita atenção a detalhes. Pra quem gosta do tipo de jogo, excelente opção|steam
155|105620437|1062090.0|timberborn|muito divertido, intuitivo e viciante! 10/10 joguinho de gerenciamento que não é enjoativo|steam
156|104775706|1062090.0|timberborn|very good|steam
157|103507092|1062090.0|timberborn|fun game to play and relax, and build the biggest region you can|steam
158|103160631|1062090.0|timberborn|.|steam
159|100772793|1062090.0|timberborn|"Jogo simplesmente impecável.
Ansioso por mais funcionalidades."|steam
160|100475076|1062090.0|timberborn|Tem potencial.|steam
161|100002336|1062090.0|timberborn|muito relaxante e muito bom.|steam
162|216879198|1066780.0|transport_fever_dois|Muito legal.|steam
163|215930248|1066780.0|transport_fever_dois|Can´t wait for TF3|steam
164|214770770|1066780.0|transport_fever_dois|nice|steam
165|214088546|1066780.0|transport_fever_dois|great game|steam
166|206091445|1066780.0|transport_fever_dois|Não agradou-me no início, no meio da campanha comecei a achar piada agora não largo o jogo. Muito bom, recomendo!|steam
167|199040786|1066780.0|transport_fever_dois|good|steam
168|195978900|1066780.0|transport_fever_dois|Melhor jogo de gerenciamento e tráfego|steam
169|195923571|1066780.0|transport_fever_dois|Ser sobre transportes|steam
170|191659647|1066780.0|transport_fever_dois|"Para quem gosta de Transport Tycoon é sem dúvida uma das excelentes evoluções com muitas possibilidades e crescimento.
Gostei"|steam
171|187234972|1066780.0|transport_fever_dois|Amazing game.|steam
172|183341973|1066780.0|transport_fever_dois|Horrível não mostra opções de construções clicando com botão direito ou esquerdo não aparece nenhuma ferramenta para construção e nem para deletar uma construção errada, com muito custo de depois de horas coloquei um terminal de carga e de passageiros mas o jogo não da continuidade quando é parado o ponteiro do mouse não da nenhum comando para continuar a construção nem de transporte de passageiros e nem de cargas, e nem ajuda para construção, quero meu dinheiro de volta|steam
173|182957485|1066780.0|transport_fever_dois|FEZ-ME RECORDAR O SID MEIER'S TRANSPORT TYCOON, MUITO BOM!|steam
174|181778316|1066780.0|transport_fever_dois|Fun game to play 10h and come back in one year when you remember of its existence again xD|steam
175|179808463|1066780.0|transport_fever_dois|<3|steam
176|173732657|1066780.0|transport_fever_dois|2qe|steam
177|170163804|1066780.0|transport_fever_dois|O jogo é otimo e têm imensas qualidades a nivel de transportes, de cidades e de gráficos também. So acho que poderiam ter um mapa maior, para ser mais util em aviões|steam
178|169382352|1066780.0|transport_fever_dois|Adorei o jogo, ta muito fixe|steam
179|168626987|1066780.0|transport_fever_dois|Jogo bastante interessante para pessoas que gostem de jogos de estratégia com um toque de simulação.|steam
180|166085038|1066780.0|transport_fever_dois|Excelente!!|steam
181|164558728|1066780.0|transport_fever_dois|"Its a very good game
"|steam
182|163683607|1066780.0|transport_fever_dois|Um jogo que dá luta no cumprimento dos objectivos e pode entreter o jogador durante horas!|steam
183|149603187|1066780.0|transport_fever_dois|Excelente jogabilidade, muito interessante a relação com a história do desenvolvimento industrial!!!|steam
184|149311420|1066780.0|transport_fever_dois|il love the game...|steam
185|142928741|1066780.0|transport_fever_dois|muito bom jogo|steam
186|140332256|1066780.0|transport_fever_dois|bom game|steam
187|138455562|1066780.0|transport_fever_dois|Excelente qualidade de imagem!|steam
188|136146401|1066780.0|transport_fever_dois|If you like logistics.. you will like this one|steam
189|135060418|1066780.0|transport_fever_dois|"Excelente jogo de estratégia, muito completo
"|steam
190|134664264|1066780.0|transport_fever_dois|para já esta bom|steam
191|134652031|1066780.0|transport_fever_dois|Um Jogo muito bom de gestão de transporte..|steam
192|133378626|1066780.0|transport_fever_dois|I love it, no matter still struggling with train lines.|steam
193|128382411|1066780.0|transport_fever_dois|hgj|steam
194|125370455|1066780.0|transport_fever_dois|Jogo muito bom, só falta o idioma português-BR.|steam
195|122210882|1066780.0|transport_fever_dois|Muito bom!!!|steam
196|121030593|1066780.0|transport_fever_dois|.|steam
197|120912196|1066780.0|transport_fever_dois|PERFEITO|steam
198|120521178|1066780.0|transport_fever_dois|Um Sim game muito bom, com varias opções de personalização e ótima comunidade de mods, recomendo toda a linaha Transport Fever !!!!|steam
199|120467350|1066780.0|transport_fever_dois|GOSTEI DOS GRAFICOS E DA FACILIDADE DE CONSTRUÇÃO|steam
200|119081874|1066780.0|transport_fever_dois|porreiro pá!|steam
201|118791539|1066780.0|transport_fever_dois|A definição literal de passatempo|steam
202|115487583|1066780.0|transport_fever_dois|nice game|steam
203|115154625|1066780.0|transport_fever_dois|"Um jogo fantástico que já muito tempo eu já queria ter comprado, mas por motivos pessoais não consegui, Porém agora eu estou muito satisfeito com a jogabilidade os mods, todo o enrredo do jogo é divertido, as dificuldades enfrentadas pelas empresas é muito bom. Porque tem de haver muita habilidade na gerencia de recursos para crescer a empresa. 
Estão de parabéns os criadores do jogo."|steam
204|113437634|1066780.0|transport_fever_dois|Transport Fever 2, é um exelente jogo para os amantes do transporte, em geral, pois engloba todos os transportes existente no mundo. São muitas horas de diversão, adoro o jogo.|steam
205|113381684|1066780.0|transport_fever_dois|Could you translate into Portuguese?|steam
206|112065207|1066780.0|transport_fever_dois|Melhor jogo de trains desde o transport tycoon|steam
207|111627882|1066780.0|transport_fever_dois|jogo exelente|steam
208|108159956|1066780.0|transport_fever_dois|"Jogo bastante interessante e com uma curva de aprendizagem bastante acentuada, tal é a variedade de mapas, formas de transportar as mercadorias e profundidade temporal de cada save. Grande variedade de transportes, excelente comunidade com mods que podem ajudar ainda mais a que uma pessoa não se farte do jogo tão rapidamente e certamente terão muitas horas de diversão (por vezes alguma angústia, faz parte).

Daria um 8 em 10. Bons jogos!"|steam
209|107060530|1066780.0|transport_fever_dois|Apesar de o jogo ser extremamente repetitivo, é, também, relaxante! Em mapas grandes a I.A. começa a atrasar o desempenho do PC, algo que poderia ser corrigido pelos programadores. Poderiam acrescentar mais transportes para além dos escassos que vêm no jogo. Minha opinião é um de jogo de 6/10.|steam
210|102727015|1066780.0|transport_fever_dois|Extremamente viciante :)|steam
211|102336434|1066780.0|transport_fever_dois|Adoro este jogo,os graficos o realismo dos vários modelos de comboios e restante meios de transporte , sou maquinista na minha vida real, e para a alem das horas de trabalho que faço na minha vida real, venho ate aqui gerir a minha empresa virtual, tenho só uma pequena sugestão, seria possivel diferenciar os sinais da via ferrea, explico, criar sinais principais e de plena via, os sinais de plena via ,conforme o andamento das composicoes, passarem de vermelho a amarelo e verde, em vez de estarem sempre vermelhos e abrirem á aproximação do comboio,obigado, grande jogo continuem o bom trabalho|steam
212|100990191|1066780.0|transport_fever_dois|Recomendo para quem gosta de jogos estilo citie skyline|steam
213|100552993|1066780.0|transport_fever_dois|Great game! Realistic vehicles, great time progression, recommended!|steam
214|99415755|1066780.0|transport_fever_dois|just pure fun|steam
215|98476610|1066780.0|transport_fever_dois|"o jogo está excelente
para quem adorava o primeiro este está top"|steam
216|92993165|1066780.0|transport_fever_dois|"Gosto muito do jogo, mas devia ter mais mods dos comboios de
 Portugal"|steam
217|88048299|1066780.0|transport_fever_dois||steam
218|84477966|1066780.0|transport_fever_dois|Its like transport tycoon...oh wait, i can't compare theese two XD|steam
219|83497436|1066780.0|transport_fever_dois|um dos melhores jogos de sempre sobre gestão de transportes. recomendo.|steam
220|82885270|1066780.0|transport_fever_dois|interessante|steam
221|80452347|1066780.0|transport_fever_dois|a evolução do jogo e tops demais, preciso muita capacidade de gestão|steam
222|73594145|1066780.0|transport_fever_dois|Its a nice game, but it needs a little more development|steam
223|71274174|1066780.0|transport_fever_dois|Magnifico jogo de simulação|steam
224|68741976|1066780.0|transport_fever_dois|" mmerda de jogo
"|steam
225|68636895|1066780.0|transport_fever_dois|bom bonito e barato!|steam
226|68046668|1066780.0|transport_fever_dois|É fantastico!|steam
227|66687848|1066780.0|transport_fever_dois|Best Transportation Game Ever.|steam
228|66155664|1066780.0|transport_fever_dois|Excelente simulador. O melhor jogo de simulação de cidade já feito e o melhor é a comunidade do jogo. A empresa abraça a comunidade incluindo tudo que a comunidade fez no jogo. Isso supera qualquer expectativa e vão continuar a crescer. Incrível experiência passo horas facilmente jogando.|steam
229|64527701|1066780.0|transport_fever_dois|jogo muito bom|steam
230|63672898|1066780.0|transport_fever_dois|O jogo é simplesmente o melhor simulador de transportes da atualidade. Embora o começo seja relativamente difícil para inexperientes no estilo do jogo, através do YouTube e da comunidade você consegue aprender o básico para começar. Diversão garantida por muitas e muitas horas.|steam
231|62776255|1066780.0|transport_fever_dois|Excelente|steam
232|61085050|1066780.0|transport_fever_dois|I Liked the game a lot. Sometimes, quite laggy, but still fun to play. One of thue greatest feathugres is thue modular stations, very good, but i feel the lack of indoor plataforms. I wish i could save my modular stations as templates.|steam
233|60798033|1066780.0|transport_fever_dois|muito bom jogo com missoes bem complicadas|steam
234|60763266|1066780.0|transport_fever_dois|O jogo está espetacular, tem bons graficos . A jogabilidade está melhor do que no primeiro. tambem tem melhores opções do que o primeiro. Gostei.|steam
235|60707180|1066780.0|transport_fever_dois|"Resumiria minha opinião sobre o game em uma palavra: Simplista.
O que salva sempre este tipo de jogo são os mods, tornando-o mais atrativo do que seria sem eles, mas IA é de doer de simplista, minha pior experiencia fica na parte em que a IA do jogo cria malhas de rotas horrorosas automaticamente, caso a cidade cresça muito fica um caos, minha melhor experiencia fica com a parte das ferrovias.
"|steam
236|60660172|1066780.0|transport_fever_dois|Gosto da evolução histórica dos objetos, edifícios e veículos.|steam
